1832.342,10
1841.836,6
1851.33,12
1860.824,14
1870.318,9
1879.812,10
1889.306,8
1898.8,10
1908.294,6
1917.788,8
1927.282,8
1936.776,11
1946.27,6
1955.764,6
1965.258,5
1974.752,8
1984.246,5
1993.74,9
2003.234,12
2012.728,9
2022.222,9
2031.716,9
2041.21,1
2050.704,9
2060.198,5
2069.692,9
2079.186,7
2088.68,7
2098.174,9
2107.668,9
2117.162,7
2126.656,4
2136.15,6
2145.644,7
2155.138,11
2164.632,4
2174.126,8
2183.62,12
2193.114,6
2202.608,7
2212.102,10
2221.596,8
2231.09,6
2240.584,5
2250.078,4
2259.572,5
2269.066,6
2278.56,11
2288.054,7
2297.548,9
2307.042,1
2316.536,6
2326.03,3
2335.524,9
2345.018,12
2354.512,6
2364.006,6
2373.5,5
2382.994,2
2392.488,11
2401.982,3
2411.476,8
2420.97,5
2430.464,5
2439.958,5
2449.452,7
2458.946,4
2468.44,3
2477.934,5
2487.428,3
2496.922,1
2506.416,3
2515.91,6
2525.404,4
2534.898,7
2544.392,4
2553.886,5
2563.38,2
2572.874,7
2582.368,1
2591.862,6
2601.356,5
2610.85,5
2620.344,3
2629.838,5
2639.332,2
2648.826,6
2658.32,3
2667.814,4
2677.308,3
2686.802,2
2696.296,3
2705.79,1
2715.284,5
2724.778,4
2734.272,2
2743.766,8
2753.26,2
2762.754,1
2772.248,3
2781.742,7
2791.236,2
2800.73,6
2810.224,0
2819.718,6
2829.212,3
2838.706,3
2848.2,4
2857.694,5
2867.188,4
2876.682,5
2886.176,4
2895.67,6
2905.164,3
2914.658,5
2924.152,2
2933.646,2
2943.14,4
2952.634,1
2962.128,2
2971.622,5
2981.116,3
2990.61,2
3000.104,2
3009.598,3
3019.092,3
3028.586,0
3038.08,3
3047.574,4
3057.068,2
3066.562,0
3076.056,2
3085.55,2
3095.044,2
3104.538,3
3114.032,0
3123.526,0
3133.02,2
3142.514,3
3152.008,1
3161.502,4
3170.996,2
3180.49,1
3189.984,1
3199.478,7
3208.972,3
3218.466,2
3227.96,0
3237.454,4
3246.948,3
3256.442,2
3265.936,1
3275.43,4
3284.924,3
3294.418,0
3303.912,0
3313.406,1
3322.9,4
3332.394,2
3341.888,0
3351.382,2
3360.876,1
3370.37,0
3379.864,2
3389.358,0
3398.852,4
3408.346,3
3417.84,0
3427.334,0
3436.828,1
3446.322,1
3455.816,1
3465.31,1
3474.804,1
3484.298,0
3493.792,0
3503.286,2
3512.78,3
3522.274,3
3531.768,1
3541.262,2
3550.756,1
3560.25,1
3569.744,3
3579.238,3
3588.732,4
3598.226,0
3607.72,1
3617.214,3
3626.708,3
3636.202,0
3645.696,0
3655.19,0
3664.684,2
3674.178,0
3683.672,5
3693.166,0
3702.66,0
3712.154,2
3721.648,0
3731.142,2
3740.636,3
3750.13,1
3759.624,2
3769.118,2
3778.612,2
3788.106,2
3797.6,1
3807.094,3
3816.588,2
3826.082,0
3835.576,1
3845.07,0
3854.564,0
3864.058,1
3873.552,2
3883.046,0
3892.54,2
3902.034,0
3911.528,0
3921.022,1
3930.516,1
3940.01,0
3949.504,2
3958.998,0
3968.492,1
3977.986,1
3987.48,1
3996.974,0
4006.468,2
4015.962,1
4025.456,4
4034.95,0
4044.444,2
4053.938,1
4063.432,1
4072.926,1
4082.42,2
4091.914,1
4101.408,3
4110.902,0
4120.396,0
4129.89,1
4139.384,1
4148.878,1
4158.372,2
4167.866,2
4177.36,1
4186.854,1
4196.348,0
4205.842,0
4215.336,0
4224.83,1
4234.324,0
4243.818,1
4253.312,1
4262.806,1
4272.3,1
4281.794,3
4291.288,1
4300.782,1
4310.276,0
4319.77,0
4329.264,2
4338.758,0
4348.252,0
4357.746,1
4367.24,0
4376.734,3
4386.228,1
4395.722,1
4405.216,0
4414.71,1
4424.204,1
4433.698,0
4443.192,0
4452.686,1
4462.18,0
4471.674,0
4481.168,0
4490.662,0
4500.156,2
4509.65,0
4519.144,0
4528.638,0
4538.132,1
4547.626,0
4557.12,0
4566.614,2
4576.108,0
4585.602,1
4595.096,1
4604.59,0
4614.084,1
4623.578,0
4633.072,0
4642.566,0
4652.06,0
4661.554,1
4671.048,0
4680.542,1
4690.036,0
4699.53,0
4709.024,0
4718.518,3
4728.012,0
4737.506,0
4747.0,0
4756.494,2
4765.988,1
4775.482,0
4784.976,0
4794.47,0
4803.964,1
4813.458,0
4822.952,0
4832.446,2
4841.94,0
4851.434,1
4860.928,1
4870.422,0
4879.916,0
4889.41,0
4898.904,1
4908.398,0
4917.892,0
4927.386,0
4936.88,1
4946.374,0
4955.868,0
4965.362,0
4974.856,0
4984.35,0
4993.844,1
5003.338,0
5012.832,0
5022.326,1
5031.82,0
5041.314,1
5050.808,0
5060.302,1
5069.796,0
5079.29,1
5088.784,0
5098.278,0
5107.772,0
5117.266,0
5126.76,0
5136.254,0
5145.748,1
5155.242,1
5164.736,1
5174.23,0
5183.724,0
5193.218,0
5202.712,0
5212.206,0
5221.7,0
5231.194,0
5240.688,0
5250.182,0
5259.676,1
5269.17,0
5278.664,1
5288.158,0
5297.652,0
5307.146,0
5316.64,1
5326.134,1
5335.628,0
5345.122,1
5354.616,0
5364.11,0
5373.604,0
5383.098,0
5392.592,1
5402.086,0
5411.58,0
5421.074,0
5430.568,0
5440.062,0
5449.556,2
5459.05,0
5468.544,0
5478.038,0
5487.532,0
5497.026,0
5506.52,0
5516.014,0
5525.508,0
5535.002,0
5544.496,0
5553.99,0
5563.484,0
5572.978,0
5582.472,0
5591.966,0
5601.46,0
5610.954,0
5620.448,1
5629.942,0
5639.436,0
5648.93,0
5658.424,0
5667.918,0
5677.412,0
5686.906,1
5696.4,0
5705.894,1
5715.388,0
5724.882,0
5734.376,0
5743.87,0
5753.364,1
5762.858,0
5772.352,0
5781.846,0
5791.34,1
5800.834,0
5810.328,1
5819.822,0
5829.316,0
5838.81,0
5848.304,0
5857.798,0
5867.292,1
5876.786,1
5886.28,0
5895.774,0
5905.268,0
5914.762,0
5924.256,0
5933.75,0
5943.244,0
5952.738,0
5962.232,0
5971.726,0
5981.22,0
5990.714,0
6000.208,1
6009.702,0
6019.196,0
6028.69,0
6038.184,0
6047.678,0
6057.172,0
6066.666,0
6076.16,1
6085.654,0
6095.148,0
6104.642,0
6114.136,0
6123.63,0
6133.124,0
6142.618,0
6152.112,0
6161.606,0
6171.1,0
6180.594,0
6190.088,0
6199.582,0
6209.076,0
6218.57,0
6228.064,0
6237.558,0
6247.052,0
6256.546,0
6266.04,0
6275.534,0
6285.028,0
6294.522,0
6304.016,0
6313.51,0
6323.004,0
6332.498,0
6341.992,0
6351.486,0
6360.98,0
6370.474,0
6379.968,0
6389.462,0
6398.956,0
6408.45,0
6417.944,0
6427.438,0
6436.932,0
6446.426,0
6455.92,0
6465.414,0
6474.908,0
6484.402,0
6493.896,0
6503.39,0
6512.884,1
6522.378,0
6531.872,0
6541.366,1
6550.86,0
6560.354,0
6569.848,0
6579.342,0
6588.836,0
6598.33,0
6607.824,1
6617.318,0
6626.812,0
6636.306,1
6645.8,0
6655.294,0
6664.788,0
6674.282,0
6683.776,0
6693.27,0
6702.764,0
6712.258,0
6721.752,0
6731.246,0
6740.74,0
6750.234,0
6759.728,0
6769.222,0
6778.716,0
6788.21,0
6797.704,0
6807.198,0
6816.692,0
6826.186,0
6835.68,0
6845.174,0
6854.668,0
6864.162,0
6873.656,0
6883.15,0
6892.644,0
6902.138,0
6911.632,0
6921.126,0
6930.62,0
6940.114,0
6949.608,0
6959.102,0
6968.596,0
6978.09,0
6987.584,0
6997.078,0
7006.572,0
7016.066,0
7025.56,0
7035.054,0
7044.548,0
7054.042,0
7063.536,0
7073.03,0
7082.524,0
7092.018,0
7101.512,0
7111.006,0
7120.5,0
7129.994,0
7139.488,0
7148.982,0
7158.476,0
7167.97,0
7177.464,0
7186.958,0
7196.452,0
7205.946,0
7215.44,0
7224.934,0
7234.428,0
7243.922,0
7253.416,0
7262.91,0
7272.404,0
7281.898,0
7291.392,0
7300.886,0
7310.38,0
7319.874,0
7329.368,0
7338.862,0
7348.356,0
7357.85,0
7367.344,0
7376.838,0
7386.332,0
7395.826,0
7405.32,0
7414.814,0
7424.308,0
7433.802,0
7443.296,0
7452.79,0
7462.284,0
7471.778,0
7481.272,0
7490.766,0
7500.26,0
7509.754,0
7519.248,0
7528.742,0
7538.236,0
7547.73,0
7557.224,0
7566.718,0
7576.212,0
7585.706,0
7595.2,0
7604.694,0
7614.188,0
7623.682,0
7633.176,0
7642.67,0
7652.164,0
7661.658,0
7671.152,0
7680.646,0
7690.14,0
7699.634,0
7709.128,0
7718.622,0
7728.116,0
7737.61,0
7747.104,0
7756.598,0
7766.092,0
7775.586,0
7785.08,0
7794.574,0
7804.068,0
7813.562,0
7823.056,0
7832.55,0
7842.044,0
7851.538,0
7861.032,0
7870.526,0
7880.02,0
7889.514,0
7899.008,0
7908.502,0
7917.996,0
7927.49,0
7936.984,0
7946.478,0
7955.972,0
7965.466,0
7974.96,0
7984.454,0
7993.948,0
8003.442,0
8012.936,0
8022.43,0
8031.924,0
8041.418,0
8050.912,0
8060.406,0
8069.9,0
8079.394,0
8088.888,0
8098.382,0
8107.876,0
8117.37,0
8126.864,0
8136.358,0
8145.852,0
8155.346,0
8164.84,0
8174.334,0
8183.828,0
8193.322,0
8202.816,0
8212.31,0
8221.804,0
8231.298,0
8240.792,0
8250.286,1
8259.78,0
8269.274,0
8278.768,0
8288.262,0
8297.756,0
8307.25,0
8316.744,0
8326.238,0
8335.732,0
8345.226,0
8354.72,0
8364.214,0
8373.708,0
8383.202,0
8392.696,0
8402.19,0
8411.684,0
8421.178,0
8430.672,0
8440.166,0
8449.66,0
8459.154,0
8468.648,0
8478.142,0
8487.636,0
8497.13,0
8506.624,0
8516.118,0
8525.612,0
8535.106,0
8544.6,0
8554.094,0
8563.588,0
8573.082,0
8582.576,0
8592.07,0
8601.564,0
8611.058,0
8620.552,0
8630.046,0
8639.54,0
8649.034,0
8658.528,0
8668.022,0
8677.516,0
8687.01,0
8696.504,0
8705.998,0
8715.492,0
8724.986,0
8734.48,0
8743.974,0
8753.468,0
8762.962,0
8772.456,0
8781.95,0
8791.444,0
8800.938,0
8810.432,0
8819.926,0
8829.42,0
8838.914,0
8848.408,0
8857.902,0
8867.396,0
8876.89,0
8886.384,0
8895.878,0
8905.372,0
8914.866,0
8924.36,0
8933.854,0
8943.348,0
8952.842,0
8962.336,0
8971.83,0
8981.324,0
8990.818,0
9000.312,0
9009.806,0
9019.3,0
9028.794,0
9038.288,0
9047.782,0
9057.276,0
9066.77,0
9076.264,0
9085.758,0
9095.252,0
9104.746,0
9114.24,0
9123.734,0
9133.228,0
9142.722,0
9152.216,0
9161.71,0
9171.204,0
9180.698,0
9190.192,0
9199.686,0
9209.18,0
9218.674,0
9228.168,0
9237.662,0
9247.156,0
9256.65,0
9266.144,0
9275.638,0
9285.132,0
9294.626,0
9304.12,0
9313.614,0
9323.108,0
9332.602,0
9342.096,0
9351.59,0
9361.084,0
9370.578,0
9380.072,0
9389.566,0
9399.06,0
9408.554,0
9418.048,0
9427.542,0
9437.036,0
9446.53,0
9456.024,0
9465.518,0
9475.012,0
9484.506,1
